,Word,Average Sentiment Score
863,cherry,0.39368971315529183
950,grass,0.3934697622434465
398,scented,0.3926235500878734
885,morning,0.3923592074592075
1251,odoratum,0.3921718446601941
1037,bath,0.3920861504424779
933,mandrake,0.3918143426294821
1305,pomander,0.39050681818181815
1088,sandal,0.38902202664129404
1053,ambergris,0.38873404907975456
1261,cream,0.387341560883874
1371,lavender,0.38718494561276284
275,newly,0.38697553191489364
1012,cardamom,0.38667029850746265
857,russie,0.3856357388316151
727,bell,0.38539386009058885
1313,pear,0.38416115613182067
1090,berry,0.3838938124831127
1086,myrrh,0.3836962560386473
1286,fleur,0.38362536023054755
477,sand,0.3813023148148148
367,lemon,0.3809934130385743
932,fragrant,0.3809026615969582
1363,aerosol,0.3803181598062954
987,viand,0.3790884892086331
535,orchis,0.3787361445783132
1289,cassia,0.3783378857142857
156,ring,0.37799694159431735
935,cuir,0.3776068027210884
100,cellulose,0.37693253588516745
455,turf,0.37680603932584267
287,butterfly,0.37632316715542524
1159,neroli,0.3760984990619137
1306,frankincense,0.3753680758593442
92,condiment,0.37502639405204463
1024,heat,0.373904533820841
1271,grapefruit,0.37388960396039606
174,parfum,0.37370848896434633
26,flag,0.37311327102803743
1144,ginger,0.37289834710743797
649,elderflower,0.3727690566037735
802,amber,0.372628966442953
332,ointment,0.37140762439807384
571,sandalwood,0.3713565573770492
831,clove,0.37119900332225914
1129,letter,0.36915725806451616
577,walnut,0.3689671328671329
698,hand,0.36834470396523633
981,tree,0.3674502113271344
558,rosemary,0.3668328405017921
255,carpet,0.36650639097744364
516,cinnamon,0.3658155263638022
64,angelica,0.36552528517110267
817,book,0.3648931746031746
1367,note,0.3647383771929824
1430,offering,0.3645459627329192
247,amine,0.3635207759347765
1194,french,0.3629259057971015
699,lemongrass,0.3628013736263736
242,single,0.36231946902654866
800,citrus,0.36198341968911923
117,earth,0.36127219289827256
671,officinalis,0.361093
116,laurel,0.3610600496277915
772,odorata,0.36060343434343445
523,tube,0.3600194723618091
709,country,0.35886200466200463
258,wintergreen,0.3586572727272727
19,apple,0.35824487390350873
917,vanilla,0.3582026086956522
345,bay,0.3579646653543307
1389,dissolve,0.357104
733,ivory,0.35678830083565455
1118,dinner,0.3566297008547008
1046,silk,0.3565416568047337
524,lettuce,0.35522197092084007
944,pale,0.35501909909909907
331,broad,0.3549892561983471
1211,pea,0.35496754176610984
1277,stock,0.35488480861244026
652,peach,0.3543773231031543
1049,punch,0.35425638297872336
1444,pomatum,0.3538794666666667
1084,calamus,0.35374770164787506
1450,coffee,0.3534899893503728
198,branch,0.3524136078782453
119,land,0.3523927787700944
295,currant,0.3518743515850144
705,glove,0.3518529691211402
787,herb,0.35145876111484714
797,perspirant,0.3511762931034483
369,cloud,0.350745164960182
1058,altar,0.35068103448275856
1223,bird,0.35048200734394125
357,toast,0.3499474358974359
934,bean,0.34968532110091743
340,odoratus,0.34841004784688995
783,fweet,0.3479215492957747
96,burgundy,0.34681497584541066
1386,caraway,0.34658690476190473
1003,tonquin,0.3464350746268657
1196,odoriferous,0.34627950310559
489,rind,0.345025975975976
1070,censer,0.34501528384279473
773,winter,0.34493925549915394
1064,hard,0.34491756097560977
1322,wood,0.3445941233074439
1082,silver,0.3440352208380521
1275,brush,0.34401160714285717
469,hyssop,0.34329444444444446
1433,wither,0.3432440677966101
1307,memory,0.34277113402061854
520,top,0.34228736637512147
851,world,0.34163450704225357
355,leaf,0.34105268079800494
328,solution,0.3399407221664995
1143,civet,0.3386062771908017
435,pineapple,0.33846898608349907
1122,different,0.337897628458498
306,juniper,0.3371496837262795
860,baby,0.33668274509803925
107,corn,0.336664133263925
1081,shampoo,0.33644105011933173
1073,orris,0.33634853801169595
1187,eucalyptus,0.33598281758957654
946,handkerchief,0.3356723756906077
237,tablet,0.33526637931034486
1426,cup,0.3352192719486081
166,scotch,0.33516190476190477
630,shoot,0.33488943089430895
443,balsam,0.3330200143988481
858,old,0.3329533543527763
781,iris,0.3325367777777778
1292,tail,0.33126420765027326
663,rue,0.33036308439587125
1456,name,0.3298863861386139
684,nil,0.32951756455211983
579,allspice,0.3294987234042553
319,countryside,0.3294863275039746
550,rank,0.3290907971484122
928,savory,0.3286986725663717
584,group,0.32802324840764335
1452,bed,0.3277479222881813
948,transparent,0.3277305220883534
633,patchouli,0.32751316998468605
771,turkey,0.3261450549450549
342,life,0.3255594700686948
257,spanish,0.3254708463949843
123,rofe,0.32435573419078245
972,jelly,0.32377905027932957
682,poppy,0.3236051188299817
268,dwarf,0.3235091324200913
33,jamaica,0.32297939914163093
612,thymol,0.3229173719376392
1169,make,0.32248129829984545
976,thy,0.32215479144280557
1349,full,0.32192508196721314
243,luce,0.32184358108108113
353,savoury,0.3218106986899563
910,cress,0.3217376106194691
1440,lignum,0.32167426273458444
412,bergamot,0.3215087193460491
1065,cologne,0.3210273843248347
545,musk,0.32072407749077486
1298,ripe,0.3199264736297829
1288,chip,0.3190982378854626
66,tonka,0.31835555555555556
57,well,0.31821037394451146
954,english,0.3181670281995661
360,soft,0.3181424778761062
428,ionone,0.3173198067632851
896,royal,0.3168087628865979
1417,light,0.3163069124423963
506,roasted,0.3162686915887851
420,wine,0.31612145
1110,attar,0.3156189655172414
260,quince,0.31561860465116276
1401,bake,0.3152609243697479
358,saffron,0.3150911733046286
227,pollution,0.314898138869005
211,mint,0.3148422367638311
508,menthol,0.3146601092896175
482,fennel,0.31382357984994647
1138,little,0.3133547282608695
1374,patch,0.3129385842472582
1047,hair,0.31211777824093373
362,storax,0.31143079999999995
537,thefe,0.31079817158931083
1300,perfume,0.31064059987631415
1334,coriander,0.31042487135506003
1183,variety,0.3103962462462463
447,needle,0.30940776699029127
624,pudding,0.30922383177570095
1242,essence,0.3092002011060834
494,ozone,0.30900831578947363
229,styrax,0.3081026431718062
323,andropogon,0.30799668049792533
324,glycerine,0.30781277419354836
1063,date,0.307665611814346
717,dill,0.30693326446280994
270,cigar,0.30686342576342573
88,truffle,0.30632729729729735
1048,shaving,0.3061744827586207
616,ice,0.3055928415151101
901,capsicum,0.30533480392156864
1377,otto,0.30521241451867437
1408,native,0.3049718004338394
543,rhodium,0.3049421404682275
1137,log,0.304421246864923
984,leave,0.30436187910028123
48,sort,0.30434661835748794
333,sassafras,0.30400324074074075
752,cocoa,0.30373410565338277
452,resinous,0.3034214364640884
1032,club,0.30315248868778283
321,viola,0.3028887640449438
1329,rush,0.3027676973684211
1244,flavour,0.3024565437239738
1002,celery,0.30240778210116726
852,pomade,0.3019767366720517
628,paste,0.30174676470588235
320,pre,0.3016762522882343
912,plant,0.30125601250705697
879,wall,0.30111310975609756
835,oyle,0.30038470873786405
1368,indian,0.30021336760925454
517,yellow,0.29984711907810496
1115,duck,0.29917581967213114
1308,brine,0.2976348525469169
1324,fan,0.29694382896015553
40,india,0.2967691278758694
1383,timber,0.2963003496503497
568,pan,0.2960368295994569
82,jar,0.2959086134453781
1215,balfam,0.29586564019448947
1119,pennyroyal,0.295735744680851
695,elixir,0.29572052238805974
538,stick,0.29539781121751024
208,nutmeg,0.29534272151898733
114,elder,0.29497088068181815
1260,oyl,0.2940645161290322
143,acetate,0.2940591733870968
801,aromaticus,0.2937857651245551
904,oak,0.2936084816753927
1011,lady,0.2935840625
487,lotion,0.29347406819984134
94,cigarette,0.2929189973614776
828,anise,0.29132424242424243
644,benjamin,0.2910652830188679
1128,aloe,0.29065189003436426
1353,saline,0.2904271889400922
1166,corolla,0.29032170212765956
993,peel,0.28920291878172594
1174,tolu,0.2885264478764479
221,nest,0.2884159600997506
607,cake,0.28798818076477406
893,concentrate,0.2878229607250755
598,straw,0.2868652582159625
1273,salicylic,0.2866018050541516
1026,woman,0.28659599999999996
104,grain,0.28608579067990836
1336,arm,0.28520563063063065
470,lipstick,0.28512298850574713
1176,nut,0.28500325497287526
1318,aromatic,0.2848782844733985
891,coconut,0.28474469696969695
915,spearmint,0.28436064814814815
206,cordial,0.28401078431372545
1341,lump,0.28381217532467534
819,cow,0.28269284149013874
1172,every,0.28258225691980127
662,live,0.2825563390573621
35,cumin,0.28231860465116276
22,vinolia,0.28205505050505053
536,chocolate,0.2817918604651163
234,constituent,0.28168618090452263
820,aqueous,0.281511833171678
845,spot,0.2814261363636364
1245,tafte,0.28118722109533467
1066,box,0.2808326167531505
1212,gin,0.2807961908284024
81,gum,0.280055487613672
1096,roll,0.27953739279588335
349,vine,0.2793417981340119
199,various,0.27912225745085606
1134,long,0.27902906724511933
890,dioxide,0.2787866071428572
1312,wax,0.27876387370977534
766,night,0.27847996146435455
366,drop,0.27821779744346115
570,artemisia,0.278192
325,latter,0.2777165289256198
1392,glycerin,0.27766085176085176
528,british,0.2759956937799043
1274,sheet,0.2757822641509434
165,annual,0.2752299145299145
691,mist,0.27435144987572496
1217,flour,0.27405885634588567
823,red,0.27326236315590785
196,coumarin,0.27245982142857145
758,weed,0.27242728547392037
854,spirit,0.2716338847482276
1224,vale,0.27148606630824373
677,freshly,0.2708122591943958
1321,varnish,0.2707210796915167
65,crab,0.2705852071005917
475,cape,0.27033761194029854
867,senna,0.2697040856031129
85,american,0.26968070175438597
1402,sugar,0.26944911463187327
1102,ham,0.2683196675251698
139,feed,0.26749118589743587
386,ingredient,0.2674144314868805
172,ant,0.26709955347006736
231,fragrance,0.26679611065461517
599,first,0.2664131926121372
1123,hare,0.2644912
330,scent,0.2643443577430972
491,bead,0.263934126984127
1160,synthetic,0.2637065298507463
217,fragran,0.2635694257514581
128,specie,0.2634961407972859
1365,fpice,0.2634948553054663
486,tea,0.26337603586469227
232,hundred,0.26307674418604654
1333,warm,0.26213277216610553
815,bog,0.2621113953488372
271,wheat,0.2615593320235757
300,refin,0.26067063829787235
546,hill,0.260426724137931
145,sage,0.25990879497430036
566,species,0.25972225433526014
866,roast,0.25968615654205607
1099,manganese,0.25952709163346616
608,cosmetic,0.2592569785276074
847,pure,0.2591996171027441
137,peru,0.25832028985507244
838,chinese,0.2580442660550459
1267,real,0.25802185145317547
1442,cascara,0.2579975609756098
672,asparagus,0.2573122383252818
777,algae,0.25701266846361187
1188,stalk,0.2568244821092279
68,one,0.25658921090387377
980,stem,0.25657050847457624
756,green,0.25635336039693274
1222,lard,0.2559512121212121
427,wind,0.25547945707997066
818,another,0.2547107382550336
774,pepper,0.2544737236804153
1192,benzoate,0.2541816831683168
216,ester,0.25385555555555556
1156,anti,0.2536237490071485
1345,air,0.25342862266857963
602,the,0.2532789399111226
50,non,0.25322402840059793
501,leather,0.2530920608108108
1399,soda,0.25305548387096777
1020,moth,0.2528870624048706
436,mace,0.25269787856620335
146,kind,0.2525529315960912
91,ing,0.2523192011886034
770,bacon,0.25219946308724833
385,soul,0.2520189655172414
1,seed,0.2519464639007825
1163,star,0.2518441506700471
348,salammoniac,0.25152229328460485
1171,several,0.25146714501510575
485,row,0.2511109363479971
786,ale,0.2510860674400954
965,soap,0.2505837070524412
673,hop,0.24968620326487623
502,broil,0.2493934210526316
292,barley,0.2491558823529412
1008,venison,0.24878494208494215
285,dye,0.24827512690355336
1220,rhubarb,0.247786170212766
1434,loaf,0.24772718446601943
274,cell,0.2472740072202166
80,benzoin,0.2467370835608957
308,tonic,0.24667679083094554
974,hog,0.2465247672253259
888,ball,0.24646130346232176
827,manna,0.2463846394984326
1226,call,0.24612835443037973
869,many,0.24534500191497513
1398,numerous,0.2450394265232975
1400,cotton,0.24498977272727274
1411,tincture,0.24468208588957058
102,dress,0.24456013538924407
1410,african,0.24444839743589744
1314,toilet,0.24430854224698234
1170,resin,0.24370744859420898
47,per,0.24324224905303027
1360,extract,0.2431321744254567
378,pharmaceutical,0.243078125
563,peruvian,0.24267348754448398
472,metallic,0.2421660220994475
417,aroma,0.24182901205936919
1155,ben,0.2418143838439346
1395,bear,0.24177574578469518
743,lane,0.2417627659574468
1221,polish,0.24165686274509804
245,mufk,0.24114233261339094
1257,pair,0.24084954128440364
200,simple,0.24065159999999997
30,ethereal,0.24061866952789698
803,confection,0.24012499999999998
967,olibanum,0.23990257142857144
945,solid,0.23984253521126764
8,certain,0.2391636319138522
595,color,0.23847615740740744
1266,steak,0.23823188405797105
347,butter,0.2380183783783784
742,penny,0.23787722567287783
264,cone,0.2377219917012448
86,fcent,0.2377154761904762
314,high,0.23729527687296417
895,origan,0.2371488117001828
844,plate,0.23668094059405942
399,beer,0.23647379518072287
1310,principle,0.23588611963190184
59,essential,0.23345727444002512
448,rag,0.2331564222568903
1448,six,0.2330341523341523
1004,oleo,0.2330275
975,tar,0.23285290338222814
907,sauce,0.2322194331983806
263,particular,0.23206068965517243
724,deer,0.23204577373211963
561,syrup,0.23179305949008497
551,cane,0.23172399999999999
439,linen,0.2312021207177814
147,thereof,0.23084085487077535
83,distil,0.23005299227799225
793,genuine,0.2297505
1175,naphthalene,0.22957528517110268
765,bottle,0.22949489372731985
1131,fox,0.22893814247069433
1050,tic,0.22835837685446228
620,liqueur,0.2283482213438735
741,coloured,0.22819137931034483
1185,benzoic,0.2275504297994269
714,ether,0.2271651283830673
876,strange,0.22706525974025976
307,mutton,0.22657785234899327
225,turmeric,0.22628143322475572
283,raw,0.22597902388369676
629,aqua,0.22563410852713178
813,male,0.22538883928571427
55,russian,0.22536539509536788
1352,flame,0.2252826464208243
279,gentian,0.22500761421319798
1409,alfo,0.22480439560439558
1405,east,0.22462614734299519
1141,hot,0.22401741053478086
953,nail,0.22386990950226246
499,salt,0.2237700252757353
1181,large,0.22335169875424685
318,root,0.22320919475231848
979,nitre,0.22303761194029853
617,specimen,0.22267820512820513
1382,common,0.22248884992987375
1197,ethyl,0.22227986942328617
351,rock,0.2221472906403941
63,infusion,0.22193210031347965
1388,cask,0.22102363013698634
422,reed,0.22098442622950823
1270,valerian,0.22032084765177548
1458,dilute,0.22008333333333335
1125,cut,0.2198361417322835
53,kitchen,0.2198308823529412
937,liver,0.21979160671462827
1283,peppermint,0.21947800963081862
1140,fade,0.21944412811387903
686,guaiacum,0.21871298701298697
449,deodorant,0.21840179640718566
1189,sleep,0.2183033195020747
767,gall,0.21755793814432992
72,fusel,0.21731041666666667
560,chamomile,0.217290756302521
337,oxygen,0.21718526315789477
110,aldehyde,0.21678633916554507
1109,malt,0.21678293216630198
1017,shop,0.2161943161634103
1231,bee,0.21584866030881017
1132,artificial,0.21560699523052465
265,ammonia,0.21543852094547156
666,atmosphere,0.21377584033613442
186,oil,0.21354472900660046
667,ammo,0.21323350897180293
269,parsley,0.212053367003367
913,phenyl,0.21163473917869036
459,taste,0.2113711111111111
656,small,0.2111486160040262
1236,potassium,0.21063217821782182
1130,late,0.2103197620621282
956,whole,0.2100600735771478
712,inflammable,0.20991959798994975
613,ounce,0.20978495575221237
171,number,0.2096414736842105
1339,stimulant,0.20949330543933053
926,dish,0.20928744075829384
463,soup,0.208962
764,indigo,0.20879136125654452
115,dry,0.208675918598078
655,iodine,0.20859657299520218
718,twig,0.20813844155844152
1207,onion,0.20801004366812226
519,ftrong,0.20748850174216027
444,lime,0.20688979067930488
10,concrete,0.20688968253968254
498,dentifrice,0.20654916593503073
505,rice,0.2063303456026974
902,monkey,0.2055929411764706
303,castor,0.20477525423728812
511,snuff,0.2046781995661605
564,alum,0.20456579203109815
158,peat,0.20408915789473683
681,game,0.20401388888888888
1180,three,0.20398703543647365
78,plain,0.2036911439114391
1136,moist,0.2036030395136778
500,juice,0.2032263531499556
739,nitrous,0.20286880503144658
919,colour,0.20257998712998712
1253,wet,0.20229103030303033
1068,antiseptic,0.20216353383458643
544,church,0.20193571428571427
453,pot,0.2019213915924622
1316,smell,0.20185366827482948
1443,castoreum,0.20185298087739031
1031,vegetation,0.20123303249097474
707,vinegar,0.20106913055038553
438,ore,0.20065972078593589
1013,urea,0.20062356687898086
189,pod,0.2004470056497175
693,acetic,0.20029770664118493
623,milk,0.1995434275184275
1087,bread,0.19912900569980999
98,neutral,0.19862709923664124
1103,crystal,0.19814756097560973
390,sensation,0.1979188976377953
747,broth,0.19771501976284586
135,bubble,0.19767277777777778
884,four,0.19692541208791212
73,liquorice,0.19687318794098782
1074,methyl,0.19665980815347722
291,alcohol,0.19590816766836186
129,fry,0.19563652263374484
734,pie,0.19532764835164837
493,thofe,0.19467180327868855
1325,tall,0.19458929679420892
757,naphtha,0.1945813736903376
1453,asphalt,0.19427016129032254
112,object,0.1942126627218935
1319,odor,0.1937592461143067
736,thick,0.19350045662100454
846,bark,0.1928541766109785
408,turpentine,0.19233752058339215
961,valerianic,0.1922497536945813
1229,perennial,0.1920782006920415
985,muriatic,0.19184247572815533
467,jalap,0.19154980988593157
1264,cod,0.19143038057742784
1179,rosin,0.19081652754590986
1331,magnesia,0.19061254901960784
13,bdellium,0.19048401639344262
31,wormwood,0.1901169696969697
518,fpirit,0.1899623639191291
1121,sea,0.18988977128335452
1106,carrot,0.18987186629526462
293,caramel,0.18964999999999999
204,humor,0.18962364864864867
144,last,0.18955854241338113
1051,copaiba,0.1895406779661017
1397,medicine,0.1895097472924188
906,heavy,0.18949017341040464
1193,drachm,0.18897692307692307
592,bromide,0.1888918819188192
991,camphor,0.1888700742240216
254,rubber,0.1886744421906694
611,capsule,0.18860577281191804
371,powder,0.18851811885821246
29,two,0.1884339771729587
755,preparation,0.1884237319974953
969,tin,0.18817302904564315
190,round,0.18810913272010513
909,meal,0.18808847517730495
1104,trimethylamine,0.18807488151658766
205,everything,0.1878508905852417
798,cold,0.18748659966499162
807,pile,0.18727157057654073
868,iodide,0.1870361370716511
1005,part,0.1869291350087668
409,nothing,0.18677591743119268
181,cinchona,0.18670603248259862
148,shell,0.18661836506159016
864,alba,0.1864614693877551
1157,fome,0.18576736035049285
951,ketone,0.18569207920792077
338,labdanum,0.18529030303030303
1152,element,0.18518123200921127
669,zinc,0.18497086330935253
1162,glass,0.18476221276595745
971,distillery,0.1846252976190476
939,sin,0.18384157838983048
1135,des,0.18365523495465788
1218,product,0.18310821852731593
212,base,0.1829828660436137
311,astringent,0.1829117857142857
1177,opoponax,0.18279760956175295
374,foreign,0.18274867724867727
843,carbonate,0.18214780285035628
1357,pastille,0.18211917808219175
567,tobacco,0.18196869710334962
795,stream,0.18159811965811967
526,tract,0.18087182506307822
1278,decoction,0.1803827906976744
751,camel,0.18026700854700853
726,die,0.1801527572484366
376,thin,0.1795837316441117
1041,touch,0.17956647887323943
77,odorous,0.17954773175542404
703,chloral,0.17866947674418604
1342,thing,0.17834258075094275
865,bag,0.17832390468870102
842,sawdust,0.1783072072072072
1425,vessel,0.17817155555555558
280,fume,0.17756809862350625
354,pipe,0.17750696907216493
1268,unripe,0.17676964285714286
138,ship,0.17669933884297523
132,lozenge,0.17658848684210526
775,mustard,0.176498001998002
837,sample,0.17612408906882593
177,depilatory,0.1758875
1372,comb,0.1756662251655629
185,sponge,0.1756135593220339
1056,stable,0.1749673548387097
1023,nitrate,0.17474433333333333
1092,healthy,0.1747393203883495
670,article,0.17466293800539082
75,empyreumatic,0.17455418181818183
344,derivative,0.17448588957055217
1354,goose,0.1740573712255773
1015,crush,0.17378046272493577
614,stew,0.17344776119402985
1164,face,0.17276582661290324
124,volatile,0.17215475426448235
853,brown,0.17194856753069576
1078,garlic,0.17154471587891662
997,ink,0.17151895241242565
547,odourless,0.17151355932203388
573,liquor,0.17118009143807147
213,ammonium,0.1709491253644315
471,con,0.17017616361071933
214,mixture,0.16995720930232558
1381,basis,0.1692376498800959
1413,oily,0.16825485122897801
167,galbanum,0.16808353067814855
394,quinine,0.1679123142250531
480,pill,0.16774327018943172
548,opiate,0.1675090909090909
947,wool,0.16742003338898162
222,carbon,0.16737692982456143
